Experiment,Model,beta,gamma,sigma,xi,NRMSE_S,NRMSE_E,NRMSE_I,NRMSE_R,Pearson_S,Pearson_E,Pearson_I,Pearson_R
large_complex,SEIR,0.2,0.4,0.9,0,0.426008332,0.002043529,0.024108854,0.404663324,0.165546929,0.891382514,0.370219922,0.223651647
large_complex,SEIR,0.2,0.4,1,0,0.489060663,0.002221647,0.053415236,0.440042464,0.257529287,0.859063394,0.174037443,0.334428571
large_complex,SEIR,0.2,0.5,0.1,0,0.310154158,0.00425655,0.001596303,0.309743039,0.502326775,0.963727431,0.9659392,0.611305782
large_complex,SEIR,0.2,0.5,0.2,0,0.047386605,0.003125158,0.001444703,0.046990451,0.562389495,0.949933017,0.980547214,0.815777645
large_complex,SEIR,0.2,0.5,0.3,0,0.124211316,0.003037901,0.001625819,0.124026829,0.373488561,0.921031012,0.972759623,0.561684851
large_complex,SEIR,0.2,0.5,0.4,0,0.042371943,0.002269928,0.001558043,0.042084337,0.39459515,0.940289132,0.978768131,0.680967862
large_complex,SEIR,0.2,0.5,0.5,0,0.034097888,0.002181531,0.00189919,0.033791306,0.52171963,0.92898951,0.967205399,0.902252459
large_complex,SEIR,0.2,0.5,0.6,0,0.032401006,0.002379803,0.002319278,0.032121449,0.365584699,0.890931512,0.948173842,0.664244283
large_complex,SEIR,0.2,0.5,0.7,0,0.018626403,0.001976372,0.002351604,0.018195681,0.317286409,0.916740564,0.949441339,0.666739929
large_complex,SEIR,0.2,0.5,0.8,0,0.080136596,0.002127987,0.002704049,0.079995063,0.507793497,0.887367889,0.934293102,0.962428544
large_complex,SEIR,0.2,0.5,0.9,0,0.051143096,0.00198526,0.002593259,0.050979042,0.217712,0.894539552,0.940999297,0.440684913
large_complex,SEIR,0.2,0.5,1,0,0.022840485,0.002158039,0.002955792,0.022562338,0.243395106,0.86544563,0.924959314,0.563063806
large_complex,SEIR,0.2,0.6,0.1,0,0.048829475,0.003291295,0.001153702,0.048510049,0.695951248,0.980721344,0.979296994,0.905820256
large_complex,SEIR,0.2,0.6,0.2,0,0.010099253,0.0024011,0.0012709,0.008970202,0.678254116,0.971789989,0.982378205,0.952824013
large_complex,SEIR,0.2,0.6,0.3,0,0.016417267,0.002355197,0.001185467,0.015852033,0.580137793,0.951486359,0.983567162,0.896551746
large_complex,SEIR,0.2,0.6,0.4,0,0.035247262,0.00219689,0.001511792,0.034999375,0.562053925,0.941821613,0.972195542,0.952968131
large_complex,SEIR,0.2,0.6,0.5,0,0.059530031,0.0021101,0.001713831,0.059392864,0.50822903,0.929157633,0.965314053,0.96480684
large_complex,SEIR,0.2,0.6,0.6,0,0.056502684,0.001957495,0.002166693,0.056377182,0.519200226,0.928689239,0.943195165,0.96293694
large_complex,SEIR,0.2,0.6,0.7,0,0.069652347,0.002038938,0.002199444,0.069540983,0.464705572,0.90641095,0.943344884,0.964272464
large_complex,SEIR,0.2,0.6,0.8,0,0.064557462,0.002036488,0.00250365,0.064455515,0.291940483,0.895253197,0.928639232,0.917770646
large_complex,SEIR,0.2,0.6,0.9,0,0.068585769,0.002047775,0.002585924,0.068489567,0.360905004,0.885203042,0.92621554,0.949572432
large_complex,SEIR,0.2,0.6,1,0,0.075346255,0.002110011,0.002646955,0.07526102,0.610921954,0.870244682,0.927494283,0.970145311
large_complex,SEIR,0.2,0.7,0.1,0,0.005661865,0.003675589,0.001317755,0.003094568,0.830305373,0.968383653,0.968526139,0.989869842
large_complex,SEIR,0.2,0.7,0.2,0,0.016095835,0.002506947,0.001134219,0.015622417,0.695409579,0.962828732,0.982866595,0.953826229
large_complex,SEIR,0.2,0.7,0.3,0,0.031744747,0.001778056,0.00125966,0.031524111,0.58347187,0.974209436,0.977690283,0.971002362
large_complex,SEIR,0.2,0.7,0.4,0,0.027225474,0.001822036,0.001349722,0.027014913,0.584661148,0.959256242,0.976620613,0.966571452
large_complex,SEIR,0.2,0.7,0.5,0,0.05476835,0.00190247,0.001454584,0.054657376,0.546207952,0.941693463,0.9700719,0.976748721
large_complex,SEIR,0.2,0.7,0.6,0,0.049823786,0.001764328,0.001579921,0.049712773,0.462020285,0.940611938,0.965137344,0.967406167
large_complex,SEIR,0.2,0.7,0.7,0,0.067859728,0.001795909,0.001812156,0.067785864,0.632584044,0.927608222,0.954453246,0.964679501
large_complex,SEIR,0.2,0.7,0.8,0,0.073008262,0.001920552,0.002194715,0.072938941,nan,0.906436111,0.936664823,0.955952451
large_complex,SEIR,0.2,0.7,0.9,0,0.071530385,0.001942042,0.002290776,0.071472185,0.880246776,0.896609566,0.929853417,0.951059584
large_complex,SEIR,0.2,0.7,1,0,0.071541265,0.002069143,0.002557286,0.071483538,0.567905073,0.874311224,0.916988032,0.953130986
large_complex,SEIR,0.2,0.8,0.1,0,0.011971867,0.00240628,0.00119168,0.011232805,0.771323535,0.988271187,0.969582484,0.973634528
large_complex,SEIR,0.2,0.8,0.2,0,0.006338114,0.001824842,0.001132289,0.005273198,0.660235855,0.980738554,0.978473976,0.960889652
large_complex,SEIR,0.2,0.8,0.3,0,0.025915946,0.001648454,0.001293123,0.025710565,0.551245021,0.978307024,0.973692282,0.967376962
large_complex,SEIR,0.2,0.8,0.4,0,0.051761954,0.001965243,0.001241646,0.051664766,0.72719044,0.94987076,0.976599719,0.978841093
large_complex,SEIR,0.2,0.8,0.5,0,0.055449835,0.001894017,0.001292623,0.055371952,0.649123968,0.940028841,0.974308677,0.972363127
large_complex,SEIR,0.2,0.8,0.6,0,0.059177847,0.001723996,0.001514898,0.059112045,0.402494396,0.942491147,0.963189796,0.965737328
large_complex,SEIR,0.2,0.8,0.7,0,0.058398815,0.001808152,0.001755088,0.058343184,0.566850151,0.925299202,0.949605852,0.963237738
large_complex,SEIR,0.2,0.8,0.8,0,0.05986958,0.001794365,0.001907075,0.059818975,0.564674209,0.918777595,0.942148647,0.959993229
